"a_id","level_id","name"
"6","1081.1.1","T: Glycogen debranching enzyme (GDE) insertion domain"
"6","1081.1.1.1","F: hDGE_amylase"
"6","1090","X: Oxalate biosynthetic component 1 (Obc1) cap domain"
"6","1090.1","H: Oxalate biosynthetic component 1 (Obc1) cap domain"
"6","1090.1.1","T: Oxalate biosynthetic component 1 (Obc1) cap domain"
"6","1090.1.1.1","F: Obc1_cap"
"6","1091","X: 60S acidic ribosomal protein P1/P2"
"6","1091.1","H: 60S acidic ribosomal protein P1/P2"
"6","1091.1.1","T: 60S acidic ribosomal protein P1/P2"
"6","1091.1.1.1","F: Ribosomal_60s"
"6","1096","X: Zinc transporter ZIP4 N-terminal domain"
"6","1096.1","H: Zinc transporter ZIP4 N-terminal domain"
"6","1096.1.1","T: Zinc transporter ZIP4 N-terminal domain"
"6","1096.1.1.1","F: ZIP4_domain"
"6","1106","X: RDS3 complex subunit 10"
"6","1106.1","H: RDS3 complex subunit 10"
"6","1106.1.1","T: RDS3 complex subunit 10"
"6","1106.1.1.1","F: SF3b10"
"6","1113","X: Protein of Unknown Function YPO2564"
"6","1113.1","H: Protein of Unknown Function YPO2564"
"6","1113.1.1","T: Protein of Unknown Function YPO2564"
"6","1113.1.1.1","F: DUF1198"
"6","1114","X: Serine acetyltransferase N-terminal domain"
"6","1114.1","H: Serine acetyltransferase N-terminal domain"
"6","1114.1.1","T: Serine acetyltransferase N-terminal domain"
"6","1114.1.1.1","F: SATase_N"
"6","1117","X: Enhancer of polycomb-like protein 1 (Epl1) N-terminal domain"
"6","1117.1","H: Enhancer of polycomb-like protein 1 (Epl1) N-terminal domain"
"6","1117.1.1","T: Enhancer of polycomb-like protein 1 (Epl1) N-terminal domain"
"6","1117.1.1.1","F: EPL1"
"6","1141","X: Glycosyl transferase TarS linker domain"
"6","1141.1","H: Glycosyl transferase TarS linker domain"
"6","1141.1.1","T: Glycosyl transferase TarS linker domain"
"6","1141.1.1.1","F: TarS_linker"
"6","1159","X: Melanoregulin"
"6","1159.1","H: Melanoregulin"
"6","1159.1.1","T: Melanoregulin"
"6","1159.1.1.1","F: MREG"
"6","1166","X: Potassium-transporting ATPase KdpC subunit"
"6","1166.1","H: Potassium-transporting ATPase KdpC subunit"
"6","1166.1.1","T: Potassium-transporting ATPase KdpC subunit"
"6","1166.1.1.1","F: KdpC"
"6","1182","X: Cas5fv helical domain"
"6","1182.1","H: Cas5fv helical domain"
"6","1182.1.1","T: Cas5fv helical domain"
"6","1182.1.1.1","F: Cas5fv_helical"
"6","1193","X: Neutral trehalase N-terminal domain"
"6","1193.1","H: Neutral trehalase N-terminal domain"
"6","1193.1.1","T: Neutral trehalase N-terminal domain"
"6","1193.1.1.1","F: Trehalase_Ca-bi"
"6","3001","X: Tetrahydrodipicolinate-N-succinlytransferase, N-terminal 3-helical domain"
"6","3001.1","H: Tetrahydrodipicolinate-N-succinlytransferase, N-terminal 3-helical domain"
"6","3001.1.1","T: Tetrahydrodipicolinate-N-succinlytransferase, N-terminal 3-helical domain"
"6","3001.1.1.1","F: THDPS_N_2"
"6","3009","X: Insertion subdomain in DsbA-like"
"6","3009.1","H: Insertion subdomain in DsbA-like"
"6","3009.1.1","T: Insertion subdomain in DsbA-like"
"6","3009.1.1.1","F: DSBA"
"6","3009.1.1.3","F: Thioredoxin_5"
"6","3009.1.1.4","F: Rv2466c-like"
"6","3009.1.1.5","F: TLE_N"
"6","3009.1.1.6","F: DUF222"
"6","3051","X: Superantigen MAM C-terminal domain"
"6","3051.1","H: Superantigen MAM C-terminal domain"
"6","3051.1.1","T: Superantigen MAM C-terminal domain"
"6","3051.1.1.1","F: MA-Mit"
"6","3069","X: BART"
"6","3069.1","H: BART"
"6","3069.1.1","T: BART"
"6","3069.1.1.1","F: ARL2_Bind_BART"
"6","3069.1.1.2","F: P_C10"
"6","3073","X: ORF12 from Lactococcus lactis phage p2"
"6","3073.1","H: ORF12 from Lactococcus lactis phage p2"
"6","3073.1.1","T: ORF12 from Lactococcus lactis phage p2"
"6","3073.1.1.1","F: Phage_p2_ORF12"
"6","3076","X: Putative triphosphoribosyl-dephospho-coA synthase"
"6","3076.1","H: Putative triphosphoribosyl-dephospho-coA synthase"
"6","3076.1.1","T: Putative triphosphoribosyl-dephospho-coA synthase"
"6","3076.1.1.1","F: CitG"
"6","3092","X: yeast protein YOR252W"
"6","3092.1","H: yeast protein YOR252W"
"6","3092.1.1","T: yeast protein YOR252W"
"6","3092.1.1.1","F: Tma16"
"6","3094","X: Uncharacterized protein yihD"
"6","3094.1","H: Uncharacterized protein yihD"
"6","3094.1.1","T: Uncharacterized protein yihD"
"6","3094.1.1.1","F: DUF1040"
"6","3103","X: Uncharacterized protein yqbN"
"6","3103.1","H: Uncharacterized protein yqbN"
"6","3103.1.1","T: Uncharacterized protein yqbN"
"6","3103.1.1.2","F: Phage_TAC_13"
"6","3103.1.1.3","F: Phage_TAC_15"
"6","3125","X: Asl3597"
"6","3125.1","H: Asl3597"
"6","3125.1.1","T: Asl3597"
"6","3125.1.1.1","F: CRR7"
"6","3130","X: Helical box domain of E3 ubiquitin-protein ligase HECW1"
"6","3130.1","H: Helical box domain of E3 ubiquitin-protein ligase HECW1"
"6","3130.1.1","T: Helical box domain of E3 ubiquitin-protein ligase HECW1"
"6","3130.1.1.1","F: HECW1_helix"
"6","3151","X: SPP1 phage GP23.1"
"6","3151.1","H: SPP1 phage GP23.1"
"6","3151.1.1","T: SPP1 phage GP23.1"
"6","3151.1.1.1","F: SPP1_GP23-1"
"6","3151.1.1.2","F: Phage_XkdX"
"6","3166","X: 60S ribosomal protein rpL36 (L36e)"
"6","3166.1","H: 60S ribosomal protein rpL36 (L36e)"
"6","3166.1.1","T: 60S ribosomal protein rpL36 (L36e)"
"6","3166.1.1.1","F: Ribosomal_L36e"
"6","3190","X: Viral structural protein 5"
"6","3190.1","H: Viral structural protein 5"
"6","3190.1.1","T: Viral structural protein 5"
"6","3190.1.1.1","F: VP5"
"6","3193","X: HopAB effectors Pto-binding domain-related"
"6","3193.1","H: HopAB effectors Pto-binding domain-related"
"6","3193.1.1","T: HopAB effectors Pto-binding domain-related"
"6","3193.1.1.1","F: AvrPtoB_bdg"
"6","3201","X: HP0721"
"6","3201.1","H: HP0721"
"6","3201.1.1","T: HP0721"
"6","3201.1.1.1","F: DUF1104"
"6","3206","X: C-terminal domain of hRpn13"
"6","3206.1","H: C-terminal domain of hRpn13"
"6","3206.1.1","T: C-terminal domain of hRpn13"
"6","3206.1.1.1","F: RPN13_C"
"6","3208","X: RNA polymerase-associated protein Gp33"
"6","3208.1","H: RNA polymerase-associated protein Gp33"
"6","3208.1.1","T: RNA polymerase-associated protein Gp33"
"6","3208.1.1.1","F: Trans_coact"
"6","3232","X: PB2 '627' domain-related"
"6","3232.1","H: PB2 '627' domain-related"
"6","3232.1.1","T: Polymerase basic protein 2 (PB2) '627' domain"
"6","3232.1.1.1","F: "
"6","3232.1.1.2","F: Flu_PB2_6th"
"6","3240","X: Intramolecular chaperone domain in virus tail spike protein"
"6","3240.1","H: Intramolecular chaperone domain in virus tail spike protein"
"6","3240.1.1","T: Intramolecular chaperone domain in virus tail spike protein"
"6","3240.1.1.1","F: Peptidase_S74"
"6","3240.1.1.2","F: Peptidase_S74,MYRF_ICA"
"6","3241","X: Golgi phosphoprotein 3"
"6","3241.1","H: Golgi phosphoprotein 3"
"6","3241.1.1","T: Golgi phosphoprotein 3"
"6","3241.1.1.1","F: GPP34"
"6","3252","X: SHQ1 C-terminal domain-like"
"6","3252.1","H: SHQ1 C-terminal domain"
"6","3252.1.1","T: SHQ1 C-terminal domain"
"6","3252.1.1.1","F: SHQ1"
"6","3252.2","H: Anaphase-promoting complex subunit 5 N-terminal domain"
"6","3252.2.1","T: Anaphase-promoting complex subunit 5 N-terminal domain"
"6","3252.2.1.1","F: Apc5_N"
"6","3254","X: helical domain in flagellar biosynthesis protein flhA"
"6","3254.1","H: helical domain in flagellar biosynthesis protein flhA"
"6","3254.1.1","T: helical domain in flagellar biosynthesis protein flhA"
"6","3254.1.1.1","F: FHIPEP"
"6","3263","X: ATR1 N-terminal domain"
"6","3263.1","H: ATR1 N-terminal domain"
"6","3263.1.1","T: ATR1 N-terminal domain"
"6","3263.1.1.1","F: ATR1_N"
"6","3265","X: C-terminal helical domain in tRNA modifying enzyme GidA"
"6","3265.1","H: C-terminal helical domain in tRNA modifying enzyme GidA"
"6","3265.1.1","T: C-terminal helical domain in tRNA modifying enzyme GidA"
"6","3265.1.1.1","F: GIDA_C_1st"
"6","3266","X: Rap1 C-terminal domain"
"6","3266.1","H: Rap1 C-terminal domain"
"6","3266.1.1","T: Rap1 C-terminal domain"
"6","3266.1.1.1","F: Rap1_C"
"6","3269","X: D-ornithine aminomutase S component-related"
"6","3269.1","H: D-ornithine aminomutase S component-related"
"6","3269.1.1","T: D-ornithine aminomutase S component-related"
"6","3269.1.1.2","F: OAM_alpha"
"6","3271","X: CdiA C-terminal nuclease domain"
"6","3271.1","H: CdiA C-terminal nuclease domain"
"6","3271.1.1","T: CdiA C-terminal nuclease domain"
"6","3271.1.1.1","F: Ntox28"
"6","3273","X: Filamentous archaeal viruses coat proteins"
"6","3273.1","H: Filamentous archaeal viruses coat proteins"
"6","3273.1.1","T: Filamentous archaeal viruses coat proteins"
"6","3273.1.1.2","F: MCP_C"
"6","3276","X: N-terminal domain in MogR repressor"
"6","3276.1","H: N-terminal domain in MogR repressor"
"6","3276.1.1","T: N-terminal domain in MogR repressor"
"6","3276.1.1.1","F: MogR_DNAbind"
"6","3277","X: Thymine dioxygenase JBP1 DNA-binding domain-like"
"6","3277.1","H: Thymine dioxygenase JBP1 DNA-binding domain"
"6","3277.1.1","T: Thymine dioxygenase JBP1 DNA-binding domain"
"6","3277.1.1.1","F: DB_JBP1"
"6","3277.2","H: a C-terminal domain in chromodomain helicase DNA-binding protein 1"
"6","3277.2.1","T: a C-terminal domain in chromodomain helicase DNA-binding protein 1"
"6","3277.2.1.1","F: CHD1-like_C"
"6","3277.3","H: Cas3 inhibitor AcrF3"
"6","3277.3.1","T: Cas3 inhibitor AcrF3"
"6","3277.3.1.1","F: AcrF3"
"6","3279","X: Helical domain in 5'->3' exoribonucleases"
"6","3279.1","H: Helical domain in 5'->3' exoribonucleases"
"6","3279.1.1","T: Helical domain in 5'->3' exoribonucleases"
"6","3279.1.1.1","F: XRN_M"
"6","3302","X: Hypothetical protein"
"6","3302.1","H: Hypothetical protein"
"6","3302.1.1","T: Hypothetical protein"
"6","3302.1.1.1","F: DUF2538"
"6","3311","X: Uncharacterized protein CV_1783"
"6","3311.1","H: Uncharacterized protein CV_1783"
"6","3311.1.1","T: Uncharacterized protein CV_1783"
"6","3311.1.1.1","F: DUF5610"
"6","3317","X: KorB C-terminal domain-like"
"6","3317.1","H: KorB C-terminal domain"
"6","3317.1.1","T: KorB C-terminal domain"
"6","3317.1.1.1","F: ParB"
"6","3317.1.1.2","F: HTH_ParB"
"6","3317.2","H: N-terminal domain in transcriptional anti-activator ExsD"
"6","3317.2.1","T: N-terminal domain in transcriptional anti-activator ExsD"
"6","3317.2.1.1","F: ExsD"
"6","3317.3","H: Helical domain of Rubisco accumulation factor 1"
"6","3317.3.1","T: Helical domain of Rubisco accumulation factor 1"
"6","3317.3.1.1","F: Raf1_N"
"6","3318","X: Middle domain in transcriptional anti-activator ExsD"
"6","3318.1","H: Middle domain in transcriptional anti-activator ExsD"
"6","3318.1.1","T: Middle domain in transcriptional anti-activator ExsD"
"6","3318.1.1.1","F: ExsD_C"
"6","3326","X: DNA-binding domain in UvrA"
"6","3326.1","H: DNA-binding domain in UvrA"
"6","3326.1.1","T: DNA-binding domain in UvrA"
"6","3326.1.1.1","F: UvrA_DNA-bind"
"6","3330","X: Novel E3 ligase (NEL)"
"6","3330.1","H: Novel E3 ligase (NEL)"
"6","3330.1.1","T: Novel E3 ligase (NEL)"
"6","3330.1.1.1","F: NEL"
"6","3345","X: MRG domain"
"6","3345.1","H: MRG domain"
"6","3345.1.1","T: MRG domain"
"6","3345.1.1.1","F: MRG"
"6","3382","X: Protein Wnt-8"
"6","3382.1","H: Protein Wnt-8"
"6","3382.1.1","T: Protein Wnt-8"
"6","3382.1.1.1","F: wnt"
"6","3399","X: Acanthaporin"
"6","3399.1","H: Acanthaporin"
"6","3399.1.1","T: Acanthaporin"
"6","3399.1.1.1","F: Acanthaporin"
"6","3410","X: DNA mimic protein DMP19"
"6","3410.1","H: DNA mimic protein DMP19"
"6","3410.1.1","T: DNA mimic protein DMP19"
"6","3410.1.1.1","F: DUF4375"
"6","3418","X: Matrix protein 2-1 core domain"
"6","3418.1","H: Matrix protein 2-1 core domain"
"6","3418.1.1","T: Matrix protein 2-1 core domain"
"6","3418.1.1.1","F: Pneumovirus_M2"
"6","3424","X: Virion protein UL25"
"6","3424.1","H: Virion protein UL25"
"6","3424.1.1","T: Virion protein UL25"
"6","3424.1.1.1","F: Herpes_UL25"
"6","3438","X: Unknown function protein VPA0580"
"6","3438.1","H: Unknown function protein VPA0580"
"6","3438.1.1","T: Unknown function protein VPA0580"
"6","3438.1.1.1","F: HopJ"
"6","3438.1.1.2","F: DUF2322"
"6","3444","X: DP domain"
"6","3444.1","H: DP domain"
"6","3444.1.1","T: DP domain"
"6","3444.1.1.1","F: STI1-HOP_DP"
"6","3444.1.1.2","F: ZNHIT3_C"
"6","3450","X: Myosin-binding motif (m-domain) C-terminal subdomain"
"6","3450.1","H: Myosin-binding motif (m-domain) C-terminal subdomain"
"6","3450.1.1","T: Myosin-binding motif (m-domain) C-terminal subdomain"
"6","3450.1.1.1","F: THB"
"6","3455","X: WY-domain in RXLR effectors"
"6","3455.1","H: WY-domain in RXLR effectors"
"6","3455.1.1","T: WY-domain in RXLR effectors"
"6","3455.1.1.1","F: RXLR"
"6","3455.1.1.2","F: WYL_3"
"6","3455.1.1.4","F: ATR1_WY-dom"
"6","3455.1.1.5","F: PexRD54_WY"
"6","3455.1.1.6","F: SRP1_TIP1"
"6","3455.1.1.7","F: COMM_HN"
"6","3466","X: Phospholipid translocation channel MlaA"
"6","3466.1","H: Phospholipid translocation channel MlaA"
"6","3466.1.1","T: Phospholipid translocation channel MlaA"
"6","3466.1.1.1","F: MlaA"
"6","3472","X: Uncharacterized protein"
"6","3472.1","H: Uncharacterized protein"
"6","3472.1.1","T: Uncharacterized protein"
"6","3472.1.1.1","F: DUF5069"
"6","3476","X: RecQL4 helicase N-terminal domain"
"6","3476.1","H: RecQL4 helicase N-terminal domain"
"6","3476.1.1","T: RecQL4 helicase N-terminal domain"
"6","3476.1.1.1","F: Drc1-Sld2"
"6","3485","X: Protein 2b"
"6","3485.1","H: Protein 2b"
"6","3485.1.1","T: Protein 2b"
"6","3485.1.1.1","F: Cucumo_2B"
"6","3498","X: RNA polymerase sigma factor rpoD N-terminal domain"
"6","3498.1","H: RNA polymerase sigma factor rpoD N-terminal domain"
"6","3498.1.1","T: RNA polymerase sigma factor rpoD N-terminal domain"
"6","3498.1.1.1","F: "
"6","3498.1.1.2","F: Sigma70_r1_1"
"6","3505","X: Calcium-binding protein"
"6","3505.1","H: Calcium-binding protein"
"6","3505.1.1","T: Calcium-binding protein"
"6","3505.1.1.1","F: CBP"
"6","3520","X: Porin B (PorB)"
"6","3520.1","H: Porin B (PorB)"
"6","3520.1.1","T: Porin B (PorB)"
"6","3520.1.1.1","F: PorB"
"6","3524","X: Uncharacterized protein encoded by cryptic prophage"
"6","3524.1","H: Uncharacterized protein encoded by cryptic prophage"
"6","3524.1.1","T: Uncharacterized protein encoded by cryptic prophage"
"6","3524.1.1.1","F: YdaT_toxin"
"6","3525","X: Bromodomain-containing protein 4 ET domain"
"6","3525.1","H: Bromodomain-containing protein 4 ET domain"
"6","3525.1.1","T: Bromodomain-containing protein 4 ET domain"
"6","3525.1.1.1","F: BET"
"6","3525.1.1.2","F: AHD"
"6","3526","X: Capsid assembly protein VP3"
"6","3526.1","H: Capsid assembly protein VP3"
"6","3526.1.1","T: Capsid assembly protein VP3"
"6","3526.1.1.1","F: Birna_VP3"
"6","3532","X: RNA-binding domain of telomerase"
"6","3532.1","H: RNA-binding domain of telomerase"
"6","3532.1.1","T: RNA-binding domain of telomerase"
"6","3532.1.1.1","F: Telomerase_RBD"
"6","3542","X: Presenilin family intramembrane aspartate proteases"
"6","3542.1","H: Presenilin family intramembrane aspartate proteases"
"6","3542.1.1","T: Presenilin family intramembrane aspartate proteases"
"6","3542.1.1.1","F: Presenilin"
"6","3542.1.1.2","F: SPP"
"6","3542.1.1.3","F: Peptidase_A22B"
"6","3546","X: Peroxisomal biogenesis factor 14 N-terminal domain"
"6","3546.1","H: Peroxisomal biogenesis factor 14 N-terminal domain"
"6","3546.1.1","T: Peroxisomal biogenesis factor 14 N-terminal domain"
"6","3546.1.1.1","F: Pex14_N"
"6","3551","X: Pfam family PF09836 C-terminal domain"
"6","3551.1","H: Pfam family PF09836 C-terminal domain"
"6","3551.1.1","T: Pfam family PF09836 C-terminal domain"
"6","3551.1.1.1","F: NGO1945_C"
"6","3552","X: Pfam family PF09836 N-terminal domain"
"6","3552.1","H: Pfam family PF09836 N-terminal domain"
"6","3552.1.1","T: Pfam family PF09836 N-terminal domain"
"6","3552.1.1.1","F: DUF2063"
"6","3553","X: Nucleophosmin DNA-binding domain"
"6","3553.1","H: Nucleophosmin DNA-binding domain"
"6","3553.1.1","T: Nucleophosmin DNA-binding domain"
"6","3553.1.1.1","F: NPM1-C"
"6","3558","X: HSDR subunit helical domain"
"6","3558.1","H: HSDR subunit helical domain"
"6","3558.1.1","T: HSDR subunit helical domain"
"6","3558.1.1.1","F: EcoR124_C"
"6","3573","X: Histone RNA hairpin-binding protein RNA-binding domain"
"6","3573.1","H: Histone RNA hairpin-binding protein RNA-binding domain"
"6","3573.1.1","T: Histone RNA hairpin-binding protein RNA-binding domain"
"6","3573.1.1.1","F: SLBP_RNA_bind"
"6","3577","X: Macrodomain Ter protein MatP"
"6","3577.1","H: Macrodomain Ter protein MatP"
"6","3577.1.1","T: Macrodomain Ter protein MatP"
"6","3577.1.1.1","F: MatP"
"6","3580","X: RNA silencing suppressor p21 C-terminal domain"
"6","3580.1","H: RNA silencing suppressor p21 C-terminal domain"
"6","3580.1.1","T: RNA silencing suppressor p21 C-terminal domain"
"6","3580.1.1.1","F: Suppressor_P21"
"6","3584","X: DNA polymerase III finger domain"
"6","3584.1","H: DNA polymerase III finger domain"
"6","3584.1.1","T: DNA polymerase III finger domain"
"6","3584.1.1.1","F: DNA_pol3_finger"
"6","3586","X: Protelomerase stirrup domain"
"6","3586.1","H: Protelomerase stirrup domain"
"6","3586.1.1","T: Protelomerase stirrup domain"
"6","3586.1.1.1","F: TelK_stirrup"
"6","3587","X: Protelomerase muzzle domain"
"6","3587.1","H: Protelomerase muzzle domain"
"6","3587.1.1","T: Protelomerase muzzle domain"
"6","3587.1.1.1","F: TelK_muzzle"
"6","3609","X: DNA repair protein RAD4 beta-hairpin domain"
"6","3609.1","H: DNA repair protein RAD4 beta-hairpin domain"
"6","3609.1.1","T: DNA repair protein RAD4 beta-hairpin domain"
"6","3609.1.1.1","F: BHD_1"
"6","3609.1.1.2","F: BHD_2"
"6","3609.1.1.3","F: Tc-38"
"6","3609.1.1.4","F: ArdcN"
"6","3619","X: Nucleoporin NUP120 helical domain"
"6","3619.1","H: Nucleoporin NUP120 helical domain"
"6","3619.1.1","T: Nucleoporin NUP120 helical domain"
"6","3619.1.1.2","F: NUP120_helical_2"
"6","3619.1.1.3","F: DUF5311"
"6","3621","X: Dipeptidyl-peptidase 2 helical domain"
"6","3621.1","H: Dipeptidyl-peptidase 2 helical domain"
"6","3621.1.1","T: Dipeptidyl-peptidase 2 helical domain"
"6","3621.1.1.1","F: Peptidase_S28"
"6","3639","X: Virus VPg protein"
"6","3639.1","H: Virus VPg protein"
"6","3639.1.1","T: Virus VPg protein"
"6","3639.1.1.2","F: VPg"
"6","3650","X: C-terminal domain of Lmo2642 protein"
"6","3650.1","H: C-terminal domain of Lmo2642 protein"
"6","3650.1.1","T: C-terminal domain of Lmo2642 protein"
"6","3650.1.1.1","F: CNP_C_terminal"
"6","3668","X: Negative regulator RsdA N-terminal domain"
"6","3668.1","H: Negative regulator RsdA N-terminal domain"
"6","3668.1.1","T: Negative regulator RsdA N-terminal domain"
"6","3668.1.1.1","F: RsdA_SigD_bd"
"6","3678","X: Pilus-presented adhesin helical insertion domain"
"6","3678.1","H: Pilus-presented adhesin helical insertion domain"
"6","3678.1.1","T: Pilus-presented adhesin helical insertion domain"
"6","3678.1.1.1","F: TED"
"6","3686","X: Nitrile hydratase subunit beta N-termial domain"
"6","3686.1","H: Nitrile hydratase subunit beta N-termial domain"
"6","3686.1.1","T: Nitrile hydratase subunit beta N-termial domain"
"6","3686.1.1.1","F: NHase_beta_N"
"6","3691","X: Phosphomannose isomerase helical insertion domain"
"6","3691.1","H: Phosphomannose isomerase helical insertion domain"
"6","3691.1.1","T: Phosphomannose isomerase helical insertion domain"
"6","3691.1.1.1","F: PMI_typeI_hel"
"6","3705","X: Bacterial chaperone lipoprotein (PulS_OutS)"
"6","3705.1","H: Bacterial chaperone lipoprotein (PulS_OutS)"
"6","3705.1.1","T: Bacterial chaperone lipoprotein (PulS_OutS)"
"6","3705.1.1.1","F: T2SS_PulS_OutS"
"6","3716","X: DUF3349"
"6","3716.1","H: DUF3349"
"6","3716.1.1","T: DUF3349"
"6","3716.1.1.1","F: DUF3349"
"6","3723","X: Phosphoinositide phosphatase insertion helical domain"
"6","3723.1","H: Phosphoinositide phosphatase insertion helical domain"
"6","3723.1.1","T: Phosphoinositide phosphatase insertion helical domain"
"6","3723.1.1.1","F: PI_PP_I"
"6","3724","X: Phosphoinositide phosphatase C-terminal helical domain"
"6","3724.1","H: Phosphoinositide phosphatase C-terminal helical domain"
"6","3724.1.1","T: Phosphoinositide phosphatase C-terminal helical domain"
"6","3724.1.1.1","F: PI_PP_C"
"6","3727","X: Hsc70-interacting protein dimerization domain"
"6","3727.1","H: Hsc70-interacting protein dimerization domain"
"6","3727.1.1","T: Hsc70-interacting protein dimerization domain"
"6","3727.1.1.1","F: HipN"
"6","3729","X: Legumain prodomain"
"6","3729.1","H: Legumain prodomain"
"6","3729.1.1","T: Legumain prodomain"
"6","3729.1.1.1","F: Legum_prodom"
"6","3730","X: CCM3/GCKIII dimerization domain"
"6","3730.1","H: CCM3/GCKIII dimerization domain"
"6","3730.1.1","T: CCM3/GCKIII dimerization domain"
"6","3730.1.1.1","F: PDCD10_N"
"6","3730.1.1.2","F: FMP23"
"6","3740","X: F420-reducing hydrogenase subunit beta"
"6","3740.1","H: F420-reducing hydrogenase subunit beta"
"6","3740.1.1","T: F420-reducing hydrogenase subunit beta"
"6","3740.1.1.1","F: FrhB_FdhB_N,FrhB_FdhB_C"
"6","3740.1.1.2","F: DUF2099"
"6","3759","X: Antitermination protein Q helical domain"
"6","3759.1","H: Antitermination protein Q helical domain"
"6","3759.1.1","T: Antitermination protein Q helical domain"
"6","3759.1.1.1","F: Antiterm"
"6","3760","X: Protein arginine N-methyltransferase 3 helical domain"
"6","3760.1","H: Protein arginine N-methyltransferase 3 helical domain"
"6","3760.1.1","T: Protein arginine N-methyltransferase 3 helical domain"
"6","3760.1.1.1","F: ANM3_C2H2_Zf"
"6","3762","X: Poly(ADP-ribose) glycohydrolase helical domain"
"6","3762.1","H: Poly(ADP-ribose) glycohydrolase helical domain"
"6","3762.1.1","T: Poly(ADP-ribose) glycohydrolase helical domain"
"6","3762.1.1.1","F: PARG_cat_N"
"6","3764","X: Repressor activator protein 1 (RAP1) helical bundle domain"
"6","3764.1","H: Repressor activator protein 1 (RAP1) helical bundle domain"
"6","3764.1.1","T: Repressor activator protein 1 (RAP1) helical bundle domain"
"6","3764.1.1.1","F: Rap1_C"
"6","3765","X: N-terminal domain in some Dicers"
"6","3765.1","H: N-terminal domain in some Dicers"
"6","3765.1.1","T: N-terminal domain in some Dicers"
"6","3765.1.1.1","F: Dicers_N"
"6","3770","X: Flax-rust effector AvrM"
"6","3770.1","H: Flax-rust effector AvrM"
"6","3770.1.1","T: Flax-rust effector AvrM"
"6","3770.1.1.1","F: AvrM-A"
"6","3770.1.1.2","F: AvrM_N"
"6","3778","X: Magnetochrome domain"
"6","3778.1","H: Magnetochrome domain"
"6","3778.1.1","T: Magnetochrome domain"
"6","3778.1.1.1","F: MCR"
"6","3791","X: EDS1-PAD4 (EP) domain"
"6","3791.1","H: EDS1-PAD4 (EP) domain"
"6","3791.1.1","T: EDS1-PAD4 (EP) domain"
"6","3791.1.1.1","F: EDS1_EP"
"6","3796","X: Iron-regulated surface determinant protein H linker domain"
"6","3796.1","H: Iron-regulated surface determinant protein H linker domain"
"6","3796.1.1","T: Iron-regulated surface determinant protein H linker domain"
"6","3796.1.1.1","F: Isd_H_B_linker"
"6","3818","X: PHAX RNA-binding domain"
"6","3818.1","H: PHAX RNA-binding domain"
"6","3818.1.1","T: PHAX RNA-binding domain"
"6","3818.1.1.1","F: PHAX_RNA-bd"
"6","3825","X: Non-structural protein 3"
"6","3825.1","H: Non-structural protein 3"
"6","3825.1.1","T: Non-structural protein 3"
"6","3825.1.1.1","F: Tenui_NS3"
"6","3838","X: SidM Rab1-activation domain"
"6","3838.1","H: SidM Rab1-activation domain"
"6","3838.1.1","T: SidM Rab1-activation domain"
"6","3838.1.1.1","F: SidM_Rab1-act"
"6","3851","X: OrfY"
"6","3851.1","H: OrfY"
"6","3851.1.1","T: OrfY"
"6","3851.1.1.1","F: DUF5752"
"6","3855","X: Serum amyloid A-1 protein"
"6","3855.1","H: Serum amyloid A-1 protein"
"6","3855.1.1","T: Serum amyloid A-1 protein"
"6","3855.1.1.1","F: SAA"
"6","3855.1.1.2","F: DM4_12"
"6","3869","X: Mitochondrial 54S ribosomal protein L2"
"6","3869.1","H: Mitochondrial 54S ribosomal protein L2"
"6","3869.1.1","T: Mitochondrial 54S ribosomal protein L2"
"6","3869.1.1.1","F: Ribosomal_L27_C"
"6","3872","X: Ribonuclease 3 N-terminal domain"
"6","3872.1","H: Ribonuclease 3 N-terminal domain"
"6","3872.1.1","T: Ribonuclease 3 N-terminal domain"
"6","3872.1.1.1","F: RNase_3_N"
"6","3916","X: Helical domain in PB2"
"6","3916.1","H: Helical domain in PB2"
"6","3916.1.1","T: Helical domain in PB2"
"6","3916.1.1.1","F: Flu_PB2_4th"
"6","3938","X: Heterogeneous nuclear ribonucleoprotein Q acidic domain"
"6","3938.1","H: Heterogeneous nuclear ribonucleoprotein Q acidic domain"
"6","3938.1.1","T: Heterogeneous nuclear ribonucleoprotein Q acidic domain"
"6","3938.1.1.1","F: hnRNP_Q_AcD"
"6","3949","X: tRNA delta(2)-isopentenylpyrophosphate transferase helical insertion domain"
"6","3949.1","H: tRNA delta(2)-isopentenylpyrophosphate transferase helical insertion domain"
"6","3949.1.1","T: tRNA delta(2)-isopentenylpyrophosphate transferase helical insertion domain"
"6","3949.1.1.1","F: IPPT"
"6","3954","X: Phosphodiesterase 4 upstream conserved regions (UCR)"
"6","3954.1","H: Phosphodiesterase 4 upstream conserved regions (UCR)"
"6","3954.1.1","T: Phosphodiesterase 4 upstream conserved regions (UCR)"
"6","3954.1.1.1","F: PDE4_UCR"
"6","3955","X: Sir2 N-terminal domain"
"6","3955.1","H: Sir2 N-terminal domain"
"6","3955.1.1","T: Sir2 N-terminal domain"
"6","3955.1.1.1","F: DUF592"
"6","3960","X: Aminoglycoside adenyltransferase AadA C-terminal domain"
"6","3960.1","H: Aminoglycoside adenyltransferase AadA C-terminal domain"
"6","3960.1.1","T: Aminoglycoside adenyltransferase AadA C-terminal domain"
